# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 143K of event 'task-clock'
# Event count (approx.): 720934583250
#
# Overhead  Command          Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .................................................  ...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::get_symint_class()@plt
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::is_int_or_symint(_object*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::is_int_or_symint_list(_object*, int, long*, std::vector<_object*, std::allocator<_object*> >*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::is_tensor_and_append_overloaded(_object*, std::vector<_object*, std::allocator<_object*> >*)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::jit::_get_operation_for_overload_or_packet(c10::ArrayRef<std::shared_ptr<torch::jit::Operator> >, c10::Symbol, pybind11::args const&, pybind11::kwargs const&, bool, std::optional<c10::DispatchKey>)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::jit::toPyObject(c10::IValue)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::tensors::get_default_device()
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] torch::utils::tensor_to_numpy(at::Tensor const&, bool)
     0.00%  VLLM::EngineCor  libtorch_python.so                                 [.] void pybind11::class_<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>>::init_instance<std::unique_ptr<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool>, std::default_delete<torch::impl::DeprecatedRAIIContextManager<c10::InferenceMode, bool> > >, 0>(pybind11::detail::instance*, void const*)
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] (anonymous namespace)::handle_tensor(_object*, _object*, bool, bool, bool)
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] pybind11::handle::dec_ref() const &
     0.00%  VLLM::EngineCor  libtriton.so                                       [.] pybind11::handle::inc_ref() const &
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] zmq_msg_close
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] zmq_msg_send
     0.00%  VLLM::EngineCor  libzmq-7b073b3d.so.5.2.5                           [.] 0x000000000006ebf9
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyArg_ParseTupleAndKeywords
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyDict_New
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyDict_Next
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyDict_Size
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyErr_Occurred
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyLong_AsUnsignedLongLong
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyLong_AsUnsignedLongLongMask
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyMem_Calloc
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyNumber_Add
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyNumber_Long
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyNumber_Multiply
     0.00%  VLLM::EngineCor  python3.10                                         [.] PySequence_Size
     0.00%  VLLM::EngineCor  python3.10                                         [.] PyUnicode_New
     0.00%  VLLM::EngineCor  python3.10                                         [.] Py_GenericAlias
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyDict_NewPresized
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyEval_SliceIndex
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyLong_AsByteArray
     0.00%  VLLM::EngineCor  python3.10                                         [.] _PyObject_GC_NewVar
     0.00%  VLLM::EngineCor  python3.10                                         [.] strlen@plt
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001311e0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc3e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cc55
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cd2c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014cd5d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000014ee1c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015163e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152a5f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152b80
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152d80
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000152da7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000153195
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001532b0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000159130
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001591e4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001591ed
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000159ff0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015ae63
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af05
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015af09
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015b32b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000015c318
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168979
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168a1c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000168aaf
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001694ae
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000169780
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001697c0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000171f45
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000172044
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000173b6e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000017438b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180796
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018081d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180ba3
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180c0d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180c4d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000180c79
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000181418
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000184f9f
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000184fbb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000184fcb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000186663
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018767b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001884ee
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000189ddb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018a1b6
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018a790
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018a7d2
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018ae90
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018aebe
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018aedf
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018b940
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018cf40
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018d518
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018d580
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000018e143
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000194c72
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000194e92
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000019538e
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000195900
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000197c00
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000197c3c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000198016
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000198101
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001981d4
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001988de
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001989e7
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000198c65
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000199721
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a0aec
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a0fb5
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a177d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1b2b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1bb2
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1be2
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1c0b
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a1c93
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001a7e6c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001aa0b0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001aa10c
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001addc0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001b9de0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001be810
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001bec30
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001c9d10
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001ca310
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001dafc0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001e0d91
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001e69ca
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001ec1cb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001ec670
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001f0de8
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001f1414
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001f160d
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000001f167a
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000021e040
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000002284cb
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x000000000022e9c3
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x0000000000238330
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000002a25c0
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000002ac480
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000002ad060
     0.00%  VLLM::EngineCor  python3.10                                         [.] 0x00000000002dda10
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] __put_user_nocheck_4
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] __virt_addr_valid
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] __x64_sys_epoll_wait
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] _copy_from_user
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] do_poll.constprop.0
     0.00%  ZMQbg/IO/0       [kernel.kallsyms]                                  [k] ep_poll
